building_id,site,country,usage,sqm,has_chilledwater,coverage,median_kw,p99_over_median,corr_temp,pass_chw,pass_cov,pass_load,pass_corr,passes_rule,heating_dominated
Panther_education_Hugh,Panther,USA,Education,10395.0,False,0.7419256550883607,603.2764,1.087977417979553,0.02370000305831049,True,False,True,True,False,False
Panther_office_Larry,Panther,USA,Office,1738.9,False,0.7417733089579525,56.1708,1.495727317396227,0.33035305873286247,True,False,True,True,False,False
Panther_education_Mohammad,Panther,USA,Education,10244.6,False,0.7450487507617306,135.9932,1.7324300038531344,0.4547705579751227,True,False,True,True,False,False
Panther_office_Jeane,Panther,USA,Office,654.3,False,0.7421541742839732,18.9637,2.208856921381376,0.6239851920489564,True,False,False,True,False,False
Panther_education_Jonathan,Panther,USA,Education,331.6,False,0.7418494820231566,7.6435,1.8751121868254073,0.21510531342402625,True,False,False,True,False,False
Panther_education_Genevieve,Panther,USA,Education,12159.6,False,0.7419256550883607,258.2498,1.230290594610335,0.2680004901844308,True,False,True,True,False,False
Panther_education_Alecia,Panther,USA,Education,9805.4,False,0.7418494820231566,245.6474,1.462931518916954,0.4817465376993818,True,False,True,True,False,False
Panther_office_Jesus,Panther,USA,Office,9595.6,False,0.7419256550883607,84.2663,2.2772804786729695,0.5141617942021842,True,False,True,True,False,False
Panther_office_Catherine,Panther,USA,Office,2504.0,False,0.7418494820231566,49.6896,1.8183898039026354,0.10656527472560837,True,False,True,True,False,False
Panther_lodging_Awilda,Panther,USA,Lodging/residential,5499.9,False,0.7418494820231566,86.2167,1.5406017627675381,-0.5011142462379847,True,False,True,False,False,False
Panther_office_Garth,Panther,USA,Office,4919.9,True,0.7419256550883607,66.1328,1.572897261268236,0.3105747093537442,False,False,True,True,False,False
Panther_education_Quintin,Panther,USA,Education,10578.5,True,0.5951401584399756,317.5613,1.7500472759117691,-0.15011494721807347,False,False,True,False,False,False
Panther_education_Teofila,Panther,USA,Education,8723.3,True,0.7419256550883607,153.8847,1.6899511127487006,0.07837828418647165,False,False,True,True,False,False
Panther_education_Ivan,Panther,USA,Education,5751.1,True,0.7418494820231566,131.5454,1.6306932815590678,0.15330807032964708,False,False,True,True,False,False
Panther_office_Shauna,Panther,USA,Office,4495.8,False,0.7417733089579525,89.2172,2.6165929887958823,0.17263723761384206,True,False,True,True,False,False
Panther_lodging_Hattie,Panther,USA,Lodging/residential,3594.0,False,0.7419256550883607,147.1484,1.3668351133957286,0.5355133172308367,True,False,True,True,False,False
Panther_lodging_Jana,Panther,USA,Lodging/residential,3969.8,False,0.7420018281535649,79.4553,1.7250768671189964,0.6676234666424417,True,False,True,True,False,False
Panther_lodging_Teresita,Panther,USA,Lodging/residential,3866.3,False,0.7419256550883607,63.6123,1.6566025752881126,0.616360425573808,True,False,True,True,False,False
Panther_lodging_Cornelia,Panther,USA,Lodging/residential,4935.9,False,0.7419256550883607,39.9077,2.1002513299438452,0.42124748284282076,True,False,False,True,False,False
Panther_lodging_Tracie,Panther,USA,Lodging/residential,4935.9,False,0.7419256550883607,54.4105,1.9827386258167092,0.2194312674552922,True,False,True,True,False,False
Panther_office_Lois,Panther,USA,Office,1186.3,False,0.7421541742839732,160.3109,1.1921641011309898,-0.5279566808455416,True,False,True,False,False,False
Panther_office_Taryn,Panther,USA,Office,6003.3,False,0.7418494820231566,91.0176,1.4516478131702,0.3562935094745833,True,False,True,True,False,False
Panther_assembly_David,Panther,USA,Entertainment/public assembly,2503.2,False,0.7167885435709933,70.6136,5.333769854532271,0.226675285878409,True,False,True,True,False,False
Panther_office_Kristen,Panther,USA,Office,8719.9,False,0.7419256550883607,54.209,1.444891992104632,0.009763048057517267,True,False,True,True,False,False
Panther_other_Lucina,Panther,USA,Other,21043.1,False,0.7419256550883607,366.2707,1.2355569255198413,0.42985845041921317,True,False,True,True,False,False
Panther_retail_Kristina,Panther,USA,Retail,5487.9,True,0.7431444241316271,23.217,3.1224641426540907,0.31867534418118787,False,False,False,True,False,False
Panther_retail_Rachel,Panther,USA,Retail,26.3,False,0.7418494820231566,2.8806,3.3194126223703395,0.283004654821443,True,False,False,True,False,False
Panther_retail_Gilbert,Panther,USA,Retail,1421.8,False,0.6672760511882998,0.8602,1.6395024412927228,0.05829986690975607,True,False,False,True,False,False
Panther_retail_Lester,Panther,USA,Retail,840.3,False,0.85275746496039,3.3606,4.642920906980897,0.2847292100995315,True,False,False,True,False,False
Panther_retail_Felix,Panther,USA,Retail,2941.9,False,0.7419256550883607,119.32849999999999,1.812399217286734,0.7895940720639791,True,False,True,True,False,False
Panther_other_Tyrone,Panther,USA,Other,889.0,False,0.7421541742839732,24.9078,1.6653843374364656,0.8330438803683358,True,False,False,True,False,False
Panther_lodging_Myrtle,Panther,USA,Lodging/residential,2272.0,False,0.7418494820231566,54.1304,1.3858109306415618,-0.18781834431933364,True,False,True,False,False,False
Panther_other_Bettie,Panther,USA,Other,436.5,True,0.7418494820231566,13.5626,1.3466075826169024,-0.007179577655576519,False,False,False,False,False,False
Panther_parking_Asia,Panther,USA,Parking,36012.7,False,0.7419256550883607,30.1058,1.2558144942170613,-0.507279130155151,True,False,False,False,False,False
Panther_education_Edna,Panther,USA,Education,9896.3,False,0.7447440585009141,125.8243,1.689983572330623,0.24661997075658262,True,False,True,True,False,False
Panther_office_Otto,Panther,USA,Office,8151.5,False,0.33767519804996954,235.4454,1.4944777005624235,0.03208003602445737,True,False,True,True,False,False
Panther_education_Violet,Panther,USA,Education,730.9,False,0.7509140767824497,148.5087,1.4008613636776834,0.5090013673493895,True,False,True,True,False,False
Panther_office_Christian,Panther,USA,Office,1553.9,True,0.7417733089579525,33.2064,1.8302104413606992,-0.40863684400655365,False,False,False,False,False,False
Panther_lodging_Alita,Panther,USA,Lodging/residential,5582.4,False,0.7419256550883607,70.7136,1.425742714272785,0.32116103523469575,True,False,True,True,False,False
Panther_lodging_Edison,Panther,USA,Lodging/residential,6072.0,False,0.7419256550883607,104.1201,1.4270990903773628,0.4105404630737877,True,False,True,True,False,False
Panther_lodging_Sonja,Panther,USA,Lodging/residential,7746.2,False,0.7418494820231566,109.2211,1.5857320609296195,0.4761937368289382,True,False,True,True,False,False
Panther_assembly_Pamella,Panther,USA,Entertainment/public assembly,7556.5,False,0.7413162705667276,24.8048,8.352333782171197,0.02125361712588838,True,False,False,True,False,False
Panther_education_Neal,Panther,USA,Education,7578.7,True,0.7420018281535649,203.4392,2.188299501767604,0.042166112642677236,False,False,True,True,False,False
Panther_lodging_Blaine,Panther,USA,Lodging/residential,3594.0,False,0.7418494820231566,72.61399999999998,1.6584019610543426,0.5763787935397531,True,False,True,True,False,False
Panther_lodging_Floyd,Panther,USA,Lodging/residential,3969.8,False,0.7419256550883607,147.9485,1.49173665160512,0.641556157099512,True,False,True,True,False,False
Panther_lodging_Jorge,Panther,USA,Lodging/residential,3866.3,False,0.7423826934795856,64.8125,1.6037045323047252,0.5058970032422313,True,False,True,True,False,False
Panther_lodging_Edmond,Panther,USA,Lodging/residential,4935.9,False,0.7419256550883607,41.1079,2.064746678862215,0.5334142271490252,True,False,True,True,False,False
Panther_lodging_Kaitlin,Panther,USA,Lodging/residential,4935.9,False,0.7419256550883607,46.1089,1.928417290371273,0.47591197141994646,True,False,True,True,False,False
Panther_lodging_Fausto,Panther,USA,Lodging/residential,3459.8,False,0.7420018281535649,50.1697,1.8229648572744106,-0.5703402861380448,True,False,True,False,False,False
Panther_lodging_Janice,Panther,USA,Lodging/residential,2272.0,False,0.7418494820231566,55.6908,1.4482751190501844,-0.4130228394661204,True,False,True,False,False,False
Panther_parking_Charlene,Panther,USA,Parking,45284.0,False,0.7417733089579525,39.8077,1.5351753555216705,-0.48884963853315544,True,False,False,False,False,False
Panther_parking_Jody,Panther,USA,Parking,36012.7,False,0.6956124314442413,43.7685,1.1553925768532163,-0.5433076469942066,True,False,True,False,False,False
Panther_parking_Mellissa,Panther,USA,Parking,36012.7,False,0.7453534430225472,16.2431,1.6206943255905586,-0.48499340290657234,True,False,False,False,False,False
Panther_parking_Stanley,Panther,USA,Parking,36012.7,False,0.7409354052407069,40.2078,1.512435398106835,-0.5442559329539427,True,False,True,False,False,False
Panther_parking_Adela,Panther,USA,Parking,36012.7,False,0.7419256550883607,37.8073,1.7910059697465834,-0.4844370001822647,True,False,False,False,False,False
Panther_parking_Lorriane,Panther,USA,Parking,36012.7,False,0.7423826934795856,12.4224,1.4347791087068522,-0.3223387494045284,True,False,False,False,False,False
Panther_parking_Alaina,Panther,USA,Parking,36012.7,False,0.7430682510664229,32.0062,1.6468746680330686,-0.44191689114731786,True,False,False,False,False,False
Panther_education_Zelda,Panther,USA,Education,7519.8,True,0.7417733089579525,89.6173,1.5178564852991552,0.23752671886364327,False,False,True,True,False,False
Panther_education_Jerome,Panther,USA,Education,11974.0,True,0.742078001218769,473.2913,1.2058326447158443,0.4323270364509733,False,False,True,True,False,False
Panther_lodging_Anastasia,Panther,USA,Lodging/residential,2272.0,False,0.7419256550883607,52.6501,1.5045612448979204,-0.4414275679763677,True,False,True,False,False,False
Panther_education_Enriqueta,Panther,USA,Education,7084.5,True,0.7445155393053017,98.579,1.9489292851418676,0.02846737334356385,False,False,True,True,False,False
Panther_office_Lauretta,Panther,USA,Office,3366.8,False,0.7418494820231566,172.8333,1.3216949511465683,0.782279441066129,True,False,True,True,False,False
Panther_office_Patti,Panther,USA,Office,14503.2,False,0.7418494820231566,465.6899,1.46907201551934,0.665692057181408,True,False,True,True,False,False
Panther_other_Bethel,Panther,USA,Other,281.0,False,0.7418494820231566,4.2008,1.3619072557608074,-0.42720371854514644,True,False,False,False,False,False
Panther_office_Brent,Panther,USA,Office,998.1,True,0.7418494820231566,13.8827,2.2352136111851464,-0.020021684786002938,False,False,False,False,False,False
Panther_other_Lula,Panther,USA,Other,192.3,False,0.7420018281535649,1.1042,3.113113566382902,0.5717071088550464,True,False,False,True,False,False
Panther_office_Hannah,Panther,USA,Office,375.1,False,0.7417733089579525,6.4312,2.6115997014554044,0.6382216208965332,True,False,False,True,False,False
Panther_lodging_Else,Panther,USA,Lodging/residential,3459.8,False,0.7420018281535649,41.7681,2.4614923829429647,-0.6447379445598579,True,False,True,False,False,False
Panther_education_Janis,Panther,USA,Education,1015.6,False,0.7416209628275442,23.1005,2.4520746304192538,0.6147123641983228,True,False,False,True,False,False
Panther_assembly_Carrol,Panther,USA,Entertainment/public assembly,595.7,False,0.7419256550883607,26.8052,3.2373457388864866,0.48004818025966434,True,False,False,True,False,False
Panther_assembly_Gwyneth,Panther,USA,Entertainment/public assembly,7109.6,False,0.7420018281535649,231.2446,1.6422146073897523,0.26266245318956283,True,False,True,True,False,False
Panther_retail_Romeo,Panther,USA,Retail,15027.5,False,0.742078001218769,422.9801,1.37922578154386,0.21304981045365076,True,False,True,True,False,False
Panther_lodging_Gale,Panther,USA,Lodging/residential,5499.9,False,0.7418494820231566,102.6198,1.3699997466375893,-0.4239999064779845,True,False,True,False,False,False
Panther_education_Emily,Panther,USA,Education,6326.1,True,0.7461151736745887,136.0262,1.8090008101380457,0.0394812609615144,False,False,True,True,False,False
Panther_office_Lavinia,Panther,USA,Office,1001.4,True,0.7419256550883607,22.9644,1.7059622720384613,-0.34160845433344633,False,False,False,False,False,False
Panther_office_Clementine,Panther,USA,Office,3100.2,True,0.7576934795856185,46.8621,1.6510327108686962,0.10426621458012619,False,False,True,True,False,False
Panther_education_Scarlett,Panther,USA,Education,2737.8,False,0.7484765386959171,18.3435,2.6011502712132364,0.3180406238233133,True,False,False,True,False,False
Panther_lodging_Kara,Panther,USA,Lodging/residential,18667.3,True,0.7441346739792809,177.0342,1.306214279500797,0.10801090593447511,False,False,True,True,False,False
Panther_lodging_Kirk,Panther,USA,Lodging/residential,18667.3,True,0.7643967093235832,150.179,1.3759506988327261,0.007121346708073908,False,False,True,True,False,False
Panther_lodging_Cora,Panther,USA,Lodging/residential,17433.0,True,0.7447440585009141,132.4256,1.4650596259333541,-0.13647945084003504,False,False,True,False,False,False
Panther_lodging_Marisol,Panther,USA,Lodging/residential,18667.3,True,0.7420018281535649,164.9818,1.3310098447222665,-0.024944336597528583,False,False,True,False,False,False
Panther_office_Danica,Panther,USA,Office,210.0,False,0.7419256550883607,4.4829,2.5257891097280787,0.6249618707916388,True,False,False,True,False,False
Panther_lodging_Dianna,Panther,USA,Lodging/residential,2272.0,False,0.7418494820231566,51.0499,1.5329138744640047,-0.6780283575815127,True,False,True,False,False,False
Panther_office_Antonette,Panther,USA,Office,1752.2,False,0.7417733089579525,29.3657,1.742859867123887,-0.4459507128585036,True,False,False,False,False,False
Panther_office_Christin,Panther,USA,Office,1474.9,False,0.6980499695307739,19.7678,3.7689272453181433,0.5687305372870347,True,False,False,True,False,False
Panther_education_Cleopatra,Panther,USA,Education,2012.0,True,0.7503046922608165,24.8248,2.2626889239792467,0.12116572818589572,False,False,False,True,False,False
Panther_office_Ruthie,Panther,USA,Office,4211.3,False,0.7420018281535649,113.922,1.2897280595495164,0.305844277106301,True,False,True,True,False,False
Robin_education_Kiera,Robin,UK,Education,4703.0,False,1.0,71.70445000000001,2.0984227617672255,0.2026604608098394,True,True,True,True,True,False
Robin_education_Della,Robin,UK,Education,499.3,False,0.9976386349786716,0.7492,17.351841964762414,-0.14559191174254169,True,True,False,False,False,False
Robin_education_Lashandra,Robin,UK,Education,9061.0,False,1.0,117.0,4.469681623931623,-0.07721270480231003,True,True,True,False,False,True
Robin_education_Megan,Robin,UK,Education,7579.0,False,1.0,232.5,1.6473118279569892,0.26705963879744976,True,True,True,True,True,False
Robin_education_Mercedes,Robin,UK,Education,5295.0,False,1.0,233.07,1.8496756768352849,0.7325289355376274,True,True,True,True,True,False
Robin_education_Audrea,Robin,UK,Education,2584.0,False,1.0,298.25,1.3079337803855824,0.4694869840222725,True,True,True,True,True,False
Robin_education_Derrick,Robin,UK,Education,10994.0,False,1.0,390.75,1.4727223288547664,0.3269037872821729,True,True,True,True,True,False
Robin_education_Karyl,Robin,UK,Education,2992.0,False,1.0,30.5987,5.020638131685333,-0.20662124418979316,True,True,False,False,False,False
Robin_education_Madeline,Robin,UK,Education,9335.0,False,1.0,353.5833,1.3165214533604952,0.24260790063443277,True,True,True,True,True,False
Robin_education_Leslie,Robin,UK,Education,12977.0,False,1.0,833.5311,1.4724885490175468,0.36530457920671305,True,True,False,True,False,False
Robin_education_So,Robin,UK,Education,12051.0,False,1.0,475.8,1.3728457335014712,0.12230762829375356,True,True,True,True,True,False
Robin_education_Jasper,Robin,UK,Education,3462.0,False,1.0,157.9,1.419081697276757,0.24631183363877127,True,True,True,True,True,False
Robin_education_Cecilia,Robin,UK,Education,1439.0,False,1.0,47.4035,1.9091417300410307,0.5939273124510401,True,True,True,True,True,False
Robin_education_Julius,Robin,UK,Education,12850.0,False,1.0,305.4,1.9467779960707268,0.09468962622602674,True,True,True,True,True,False
Robin_education_Margarito,Robin,UK,Education,8468.0,False,1.0,508.709,1.485009563424276,0.7148749987866929,True,True,True,True,True,False
Robin_education_Zenia,Robin,UK,Education,6337.0,False,1.0,187.2,1.8319764957264955,0.2388862054297339,True,True,True,True,True,False
Robin_education_Derick,Robin,UK,Education,13965.0,False,1.0,532.0,1.4626804511278195,0.19537391237922452,True,True,True,True,True,False
Robin_education_Terrance,Robin,UK,Education,7714.9,False,1.0,259.0,1.5311698841698842,0.19722566625271828,True,True,True,True,True,False
Robin_education_Kristopher,Robin,UK,Education,5686.0,False,1.0,116.6,1.6807289879931386,0.1544711008159423,True,True,True,True,True,False
Robin_education_Billi,Robin,UK,Education,3560.0,False,1.0,29.7,2.942760942760943,0.14589218386337371,True,True,False,True,False,False
Robin_education_Takako,Robin,UK,Education,1561.0,False,1.0,171.3,1.575598365440747,0.25330559544301634,True,True,True,True,True,False
Robin_education_Lizbeth,Robin,UK,Education,2001.0,False,1.0,118.4,1.5945945945945945,0.7237003145331697,True,True,True,True,True,False
Robin_lodging_Donna,Robin,UK,Lodging/residential,2515.0,False,1.0,21.8241,1.6495525588684068,-0.15757744436184898,True,True,False,False,False,False
Robin_lodging_Renea,Robin,UK,Lodging/residential,9548.0,False,1.0,89.4,1.749440715883669,-0.12831778303893132,True,True,True,False,False,True
Robin_lodging_Elmer,Robin,UK,Lodging/residential,9565.0,False,1.0,92.5,1.775135135135135,-0.291250235366732,True,True,True,False,False,True
Robin_lodging_Dorthy,Robin,UK,Lodging/residential,5842.9,False,1.0,31.6,1.7744620253164543,-0.05253717715016294,True,True,False,False,False,False
Robin_lodging_Janie,Robin,UK,Lodging/residential,6193.0,False,1.0,124.48115,2.074687533012026,-0.7817615109329888,True,True,True,False,False,True
Robin_lodging_Celia,Robin,UK,Lodging/residential,7721.0,False,1.0,49.7,2.0643863179074446,-0.10148726734925664,True,True,True,False,False,True
Robin_lodging_Oliva,Robin,UK,Lodging/residential,6013.0,False,1.0,52.4,2.001908396946565,-0.4054850237492031,True,True,True,False,False,True
Robin_lodging_Pricilla,Robin,UK,Lodging/residential,4607.0,False,0.9998476538695917,62.4,2.2371794871794872,-0.6903953296048271,True,True,True,False,False,True
Robin_lodging_Phillip,Robin,UK,Lodging/residential,6181.0,False,0.9949725776965265,41.0,1.9302195121951204,-0.36600086595182196,True,True,True,False,False,True
Robin_lodging_Armand,Robin,UK,Lodging/residential,5246.0,False,1.0,38.938,1.5844871333915453,-0.15184118723528092,True,True,False,False,False,False
Robin_assembly_Colleen,Robin,UK,Entertainment/public assembly,5948.0,False,1.0,47.75,1.8991099476439768,0.05142445367898728,True,True,True,True,True,False
Robin_public_Carolina,Robin,UK,Public services,10984.0,False,1.0,140.1147,1.5531917778791233,0.02329267095499858,True,True,True,True,True,False
Robin_public_Cami,Robin,UK,Public services,5261.0,False,1.0,79.75,1.45141065830721,0.3855781484099592,True,True,True,True,True,False
Robin_office_Shirlene,Robin,UK,Office,4647.0,False,1.0,29.7347,1.8496907653347772,0.19015466616338844,True,True,False,True,False,False
Robin_office_Gayle,Robin,UK,Office,4161.0,False,1.0,53.4666,2.2103986413948125,0.18850821144774332,True,True,True,True,True,False
Robin_office_Dina,Robin,UK,Office,4213.0,False,1.0,34.2212,2.147791427536147,0.1667357678040228,True,True,False,True,False,False
Robin_office_Victor,Robin,UK,Office,3724.0,False,1.0,49.4744,2.068935954756399,0.222966834810104,True,True,True,True,True,False
Robin_office_Lindsay,Robin,UK,Office,5358.0,False,1.0,50.125,2.1439650872817944,-0.3890604269716951,True,True,True,False,False,True
Robin_office_Adolph,Robin,UK,Office,1321.0,False,1.0,25.875,1.7867926570048298,0.2546681078996409,True,True,False,True,False,False
Robin_office_Saul,Robin,UK,Office,2937.0,False,1.0,16.2,1.962962962962963,-0.4641819989900703,True,True,False,False,False,False
Robin_office_Donald,Robin,UK,Office,7669.0,False,1.0,149.0,1.7965268456375831,-0.22043173957385204,True,True,True,False,False,True
Robin_office_Wai,Robin,UK,Office,16221.0,False,0.9966483851310177,152.6,2.577549148099607,0.1385855115937112,True,True,True,True,True,False
Robin_office_Zelma,Robin,UK,Office,7607.0,False,1.0,119.5,1.5564853556485356,0.2376798289787166,True,True,True,True,True,False
Robin_office_Antonina,Robin,UK,Office,6099.7,False,1.0,399.55,1.5132499061444122,0.3842158125401164,True,True,True,True,True,False
Robin_office_Serena,Robin,UK,Office,2833.1,False,1.0,45.9,2.2047930283224404,0.32553084906687363,True,True,True,True,True,False
Robin_office_Soledad,Robin,UK,Office,957.0,False,0.9997714808043876,12.0,2.421233333333334,-0.17469491925087738,True,True,False,False,False,False
Robin_office_Erma,Robin,UK,Office,4434.0,False,0.5685557586837294,13.1,3.132595419847328,0.020538855455836717,True,False,False,True,False,False
Robin_office_Addie,Robin,UK,Office,1495.0,False,1.0,19.5,1.8666666666666667,0.38077454646408054,True,True,False,True,False,False
Robin_office_Maryann,Robin,UK,Office,3201.0,False,1.0,225.4,1.5186335403726707,0.10335533366649195,True,True,True,True,True,False
Robin_office_Sammie,Robin,UK,Office,4802.0,False,1.0,85.0,1.6749764705882348,-0.0377467801584595,True,True,True,False,False,True
Fox_public_Denny,Fox,USA,Public services,4058.1,False,0.9996191346739792,134.33,1.6210853867341628,0.7448408599840329,True,True,True,True,True,False
Fox_office_Clayton,Fox,USA,Office,488.5,False,0.9998476538695917,87.525,1.879120251356755,0.6666163625608079,True,True,True,True,True,False
Fox_office_Susanne,Fox,USA,Office,941.6,False,0.9997714808043876,14.37,3.1974669450243565,0.5221563632494365,True,True,False,True,False,False
Fox_education_Vernon,Fox,USA,Education,3825.7,True,0.567260816575259,53.92,3.05985534124629,-0.20467776810247237,False,False,True,False,False,False
Fox_education_Charles,Fox,USA,Education,909.3,False,0.9990097501523462,12.89,2.6622032583397996,0.7794016800319313,True,True,False,True,False,False
Fox_assembly_Kathie,Fox,USA,Entertainment/public assembly,1466.6,False,0.9800426569165143,9.57,4.894566353187045,-0.20207974734396228,True,True,False,False,False,False
Fox_education_Kendrick,Fox,USA,Education,1052.5,True,0.9998476538695917,10.3,2.885436893203883,-0.05036157300442315,False,True,False,False,False,False
Fox_education_Delma,Fox,USA,Education,9181.5,True,0.9998476538695917,78.97,3.7851715841458784,0.19390253877388638,False,True,True,True,False,False
Fox_education_Ollie,Fox,USA,Education,6698.5,True,0.9998476538695917,103.89,1.5245211281162767,0.03748738956526289,False,True,True,True,False,False
Fox_warehouse_Pearl,Fox,USA,Warehouse/storage,1199.2,False,0.9928397318708104,26.35,3.053529411764706,0.6807840145278998,True,True,False,True,False,False
Fox_warehouse_Lorretta,Fox,USA,Warehouse/storage,360.2,False,0.9498019500304692,9.72,15.353868312757196,0.023972560429010054,True,False,False,True,False,False
Fox_lodging_Helen,Fox,USA,Lodging/residential,51394.9,True,0.9999238269347959,357.8,1.61027110117384,0.2130286928992827,False,True,True,True,False,False
Fox_lodging_Stephen,Fox,USA,Lodging/residential,8019.7,True,0.9998476538695917,81.275,1.4734543217471545,-0.22301152358036958,False,True,True,False,False,False
Fox_education_Andre,Fox,USA,Education,17044.0,True,0.9999238269347959,439.16,1.331604426632662,0.11700042301759359,False,True,True,True,False,False
Fox_education_Yolande,Fox,USA,Education,16681.6,True,0.9998476538695917,510.655,1.2520977959679238,0.2011908496421873,False,True,True,True,False,False
Fox_retail_Manie,Fox,USA,Retail,4201.4,True,0.9987812309567337,54.125,2.0363972286374135,0.13669909326128662,False,True,True,True,False,False
Fox_office_Essie,Fox,USA,Office,12244.3,True,0.9987812309567337,35.275,3.865627214741319,0.12067349075311994,False,True,False,True,False,False
Fox_office_Israel,Fox,USA,Office,11282.1,True,0.9997714808043876,117.19,1.6444474784537932,0.005764525730963068,False,True,True,True,False,False
Fox_education_Rosie,Fox,USA,Education,8445.2,True,0.9996953077391835,120.12,1.7284457209457214,-0.6196832326194577,False,True,True,False,False,False
Fox_education_Tonya,Fox,USA,Education,8444.9,True,0.9997714808043876,166.16,1.268071738083775,0.005287742553060447,False,True,True,True,False,False
Fox_education_Nilda,Fox,USA,Education,10371.2,True,0.9997714808043876,125.05,1.7570379848060775,0.2549148087537858,False,True,True,True,False,False
Fox_education_Kim,Fox,USA,Education,5782.1,True,0.9997714808043876,58.59,1.665430960914832,0.06331450484252409,False,True,True,True,False,False
Fox_assembly_Boyce,Fox,USA,Entertainment/public assembly,15520.9,True,0.9606185252894577,331.1,1.985303533675626,0.5421882001659359,False,False,True,True,False,False
Fox_office_Berniece,Fox,USA,Office,2173.2,True,0.9985527117611213,25.46,2.8592301649646505,-0.5047331283424082,False,True,False,False,False,False
Fox_food_Francesco,Fox,USA,Food sales and service,2310.2,True,0.9996953077391835,50.98,2.103917222440173,0.04307580106850302,False,True,True,True,False,False
Fox_education_Maris,Fox,USA,Education,2284.1,True,0.8503199268738574,18.26,1.6653888280394302,-0.4602483237829026,False,False,False,False,False,False
Fox_education_Elvira,Fox,USA,Education,13826.7,True,0.9983241925655089,196.87,1.7554655356326547,-0.0077964208170566585,False,True,True,False,False,False
Fox_assembly_Jerrod,Fox,USA,Entertainment/public assembly,94.9,False,0.9510207190737355,1.31,18.789007633587623,0.10868153736671832,True,False,False,True,False,False
Fox_education_Leota,Fox,USA,Education,12311.3,True,0.9996191346739792,210.54,1.6086681865678734,0.21227616092952778,False,True,True,True,False,False
Fox_education_Heriberto,Fox,USA,Education,3174.6,True,0.9996953077391835,43.72,1.4234995425434587,0.24975347486729071,False,True,True,True,False,False
Fox_education_Miguelina,Fox,USA,Education,7831.7,False,0.9991620962827544,86.81,2.3739430941135815,0.25425912994191985,True,True,True,True,True,False
Fox_education_Maureen,Fox,USA,Education,22757.9,True,0.3308196221815966,282.93,1.3972982716573001,0.31739908735526084,False,False,True,True,False,False
Fox_religion_Maurice,Fox,USA,Religious worship,151.3,False,0.9180377818403412,1.31,3.66412213740458,0.46301934551962354,True,False,False,True,False,False
Fox_education_Sterling,Fox,USA,Education,4106.6,True,0.9996191346739792,16.67,3.62627474505099,0.24994903257082818,False,True,False,True,False,False
